booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score,total_guest_spending_usd,price_category
15544,2018-11-02,2018-08-07,87,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,Germany,2612,2,84.03,4,1688,5966.8,130.3,4.1,3648.4000000000005,High
15545,2018-11-02,2018-07-12,113,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive + EXC,UK,2612,1,84.03,1,1688,2080.4,131.6,4.1,921.1999999999999,Low
15546,2018-11-02,2018-09-05,58,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,USA,2612,1,84.03,1,1688,2069.9,130.1,4.3,910.6999999999999,Low
15547,2018-11-02,2018-09-06,57,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board + EXC,France,2612,1,84.03,2,1688,3064.04,136.06,4.0,1904.8400000000001,Medium
15548,2018-11-02,2018-09-04,59,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,Spain,2612,1,84.03,1,1688,2072.28,130.44,4.1,913.0799999999999,Low
15549,2018-11-02,2018-09-23,40,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,Germany,2612,1,84.03,2,1688,2861.74,121.61,4.3,1702.54,Medium
15550,2018-11-02,2018-09-16,47,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive,UK,2612,2,84.03,4,1688,6122.76,135.87,4.4,3804.36,High
15551,2018-11-02,2018-08-28,66,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive,Germany,2612,1,84.03,1,1688,2118.62,137.06,4.2,959.4200000000001,Low
15552,2018-11-02,2018-09-22,41,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,France,2612,2,84.03,4,1688,6091.68,134.76,4.1,3773.2799999999997,High
15553,2018-11-02,2018-07-28,97,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,UK,2612,1,84.03,3,1688,3673.74,119.74,4.2,2514.54,Medium
15554,2018-11-02,2018-09-20,43,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive + EXC,Spain,2612,1,84.03,1,1688,2036.72,125.36,4.4,877.52,Low
15555,2018-11-02,2018-08-09,85,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Direct,Full Board,Germany,2612,1,84.03,1,1688,1968.4,115.6,4.2,809.1999999999999,Low
15556,2018-11-02,2018-10-28,5,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive,USA,1646,1,81.22,2,1416,4205.16,150.82,4.6,2714.7599999999998,High
15557,2018-11-02,2018-06-04,151,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board + EXC,Germany,1646,1,81.22,2,1416,4340.7,158.35,4.8,2850.2999999999997,High
15558,2018-11-02,2018-07-24,101,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,USA,1646,2,81.22,4,1416,8413.2,150.9,4.8,5432.400000000001,High
15559,2018-11-02,2018-07-06,119,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,Spain,1646,1,81.22,2,1416,4372.74,160.13,4.6,2882.34,High
15560,2018-11-02,2018-07-14,111,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,USA,1646,1,81.22,2,1416,4357.8,159.3,4.7,2867.4,High
15561,2018-11-02,2018-08-25,69,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,Full Board,UK,1646,1,81.22,1,1416,2864.16,152.64,4.6,1373.7599999999998,Medium
15562,2018-11-02,2018-08-09,85,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,USA,1646,1,81.22,2,1416,4412.16,162.32,4.9,2921.7599999999998,High
15563,2018-11-02,2018-08-02,92,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board,Spain,1646,1,81.22,2,1416,4412.52,162.34,4.5,2922.12,High
15564,2018-11-02,2018-08-04,90,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive + EXC,Germany,1646,1,81.22,1,1416,2934.54,160.46,4.8,1444.14,Medium
15565,2018-11-02,2018-07-26,99,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,Full Board + EXC,USA,1646,1,81.22,1,1416,2951.46,162.34,4.7,1461.06,Medium
15566,2018-11-02,2018-10-28,5,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,Italy,1646,1,81.22,1,1416,2975.58,165.02,4.8,1485.18,Medium
15567,2018-11-02,2018-09-25,38,9,Celebrity Beyond,Celebrity Cruises,Alaska,Suite,B2B,Full Board,UK,1646,1,81.22,2,1416,4595.76,172.52,4.6,3105.36,High
15568,2018-11-02,2018-10-03,30,9,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,Full Board + EXC,Spain,1646,1,81.22,1,1416,3006.36,168.44,4.7,1515.96,Medium
15569,2018-11-02,2018-09-10,53,9,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive,USA,1646,1,81.22,2,1416,4515.66,168.07,4.7,3025.2599999999998,High
15570,2018-11-02,2018-08-03,91,9,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Web,All Inclusive,Germany,1646,1,81.22,2,1416,4464.36,165.22,4.9,2973.96,High
15571,2018-11-02,2018-07-20,105,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive + EXC,Germany,1347,1,87.99,1,1253,5011.76,219.92,4.8,2858.96,High
15572,2018-11-02,2018-08-24,70,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board + EXC,Germany,1347,1,87.99,1,1253,4827.81,205.77,5.0,2675.01,High
15573,2018-11-02,2018-09-08,55,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board,Italy,1347,1,87.99,1,1253,4765.54,200.98,4.8,2612.74,High
15574,2018-11-02,2018-07-14,111,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,Spain,1347,1,87.99,2,1253,7428.98,202.93,4.6,5276.18,High
15575,2018-11-02,2018-08-28,66,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,All Inclusive,UK,1347,1,87.99,1,1253,4691.7,195.3,5.0,2538.9,High
15576,2018-11-02,2018-08-18,76,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive,Mexico,1347,1,87.99,1,1253,4824.04,205.48,5.0,2671.24,High
15577,2018-11-02,2018-08-12,82,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive + EXC,Italy,1347,2,87.99,4,1253,14653.08,198.99,4.7,10347.48,High
15578,2018-11-02,2018-07-01,124,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Web,All Inclusive,UK,1347,1,87.99,1,1253,4525.95,182.55,4.8,2373.15,High
15579,2018-11-02,2018-08-08,86,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive + EXC,USA,1347,1,87.99,1,1253,4943.38,214.66,4.8,2790.58,High
15580,2018-11-02,2018-07-24,101,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,Direct,All Inclusive + EXC,USA,1347,1,87.99,2,1253,7678.06,212.51,4.7,5525.26,High
15581,2018-11-02,2018-08-18,76,13,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive + EXC,USA,1347,1,87.99,1,1253,4840.29,206.73,4.9,2687.49,High
15582,2018-11-02,2018-09-24,39,13,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,USA,1347,1,87.99,1,1253,5039.19,222.03,4.6,2886.39,High
15583,2018-11-02,2018-06-25,130,13,Queen Mary 2,Cunard Line,Transatlantic,Suite,Web,Full Board + EXC,USA,1347,1,87.99,2,1253,7139.08,191.78,4.8,4986.28,High
15584,2018-11-02,2018-08-15,79,13,Queen Mary 2,Cunard Line,Transatlantic,Suite,Direct,Full Board,Spain,1347,1,87.99,1,1253,4808.31,204.27,4.5,2655.51,High
15585,2018-11-02,2018-06-13,142,13,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive + EXC,USA,1347,1,87.99,2,1253,7665.84,212.04,4.7,5513.04,High
15586,2018-11-02,2018-06-17,138,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board + EXC,Germany,2732,2,88.44,2,1500,3372.24,115.42,4.2,1385.04,Medium
15587,2018-11-02,2018-07-13,112,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive,Germany,2732,1,88.44,1,1500,1702.92,118.22,4.0,709.3199999999999,Low
15588,2018-11-02,2018-07-20,105,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,Full Board,Spain,2732,1,88.44,1,1500,1729.74,122.69,4.5,736.14,Low
15589,2018-11-02,2018-08-04,90,6,AIDAcosma,AIDA Cruises,Canarias,Suite,Web,All Inclusive,Germany,2732,1,88.44,2,1500,2556.72,130.26,4.1,1563.12,Low
15590,2018-11-02,2018-09-30,33,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,Germany,2732,1,88.44,2,1500,2380.2,115.55,4.3,1386.6,Low
15591,2018-11-02,2018-10-09,24,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,Canada,2732,1,88.44,2,1500,2378.76,115.43,4.1,1385.16,Low
15592,2018-11-02,2018-07-12,113,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,USA,2732,1,88.44,1,1500,1753.32,126.62,4.5,759.72,Low
15593,2018-11-02,2018-08-03,91,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board + EXC,UK,2732,1,88.44,2,1500,2491.32,124.81,4.1,1497.72,Low
15594,2018-11-02,2018-07-13,112,6,AIDAcosma,AIDA Cruises,Canarias,Interior,Web,Full Board + EXC,USA,2732,1,88.44,1,1500,1652.1,109.75,4.2,658.5,Low
15595,2018-11-02,2018-07-31,94,6,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,All Inclusive,Italy,2732,1,88.44,2,1500,2396.4,116.9,4.2,1402.8000000000002,Low
15596,2018-11-02,2018-08-10,84,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Canada,2732,2,88.44,2,1500,3523.44,128.02,4.3,1536.2400000000002,Medium
15597,2018-11-02,2018-07-19,106,6,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive,UK,2732,1,88.44,2,1500,2431.2,119.8,4.4,1437.6,Low
15598,2018-11-02,2018-06-28,127,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive + EXC,USA,2732,1,88.44,1,1500,1659.0,110.9,4.3,665.4000000000001,Low
15599,2018-11-02,2018-08-05,89,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,Full Board,Germany,2732,1,88.44,2,1500,2376.48,115.24,4.1,1382.8799999999999,Low
15600,2018-11-02,2018-05-30,156,6,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,Full Board,Mexico,2732,1,88.44,2,1500,2501.28,125.64,4.2,1507.68,Low
15601,2018-11-03,2018-07-07,119,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,B2B,Full Board,Mexico,2626,1,80.91,2,2138,3860.48,158.48,4.7,2535.68,Medium
15602,2018-11-03,2018-05-27,160,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board + EXC,Germany,2626,1,80.91,2,2138,3797.92,154.57,4.4,2473.12,Medium
15603,2018-11-03,2018-08-10,85,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,Full Board + EXC,Italy,2626,1,80.91,1,2138,2453.12,141.04,4.4,1128.32,Low
15604,2018-11-03,2018-08-01,94,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Direct,All Inclusive,USA,2626,1,80.91,1,2138,2535.28,151.31,4.3,1210.48,Low
15605,2018-11-03,2018-08-12,83,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive,Italy,2626,1,80.91,1,2138,2553.44,153.58,4.5,1228.64,Low
15606,2018-11-03,2018-07-30,96,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive + EXC,Germany,2626,1,80.91,1,2138,2496.32,146.44,4.6,1171.52,Low
15607,2018-11-03,2018-08-06,89,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,Spain,2626,1,80.91,2,2138,3814.4,155.6,4.6,2489.6,Medium
15608,2018-11-03,2018-08-01,94,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,Full Board,Spain,2626,1,80.91,2,2138,3666.4,146.35,4.7,2341.6,Medium
15609,2018-11-03,2018-08-08,87,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive,USA,2626,1,80.91,2,2138,3655.68,145.68,4.5,2330.88,Medium
15610,2018-11-03,2018-08-24,71,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,Full Board + EXC,Spain,2626,1,80.91,1,2138,2520.4,149.45,4.3,1195.6,Low
15611,2018-11-03,2018-08-09,86,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,B2B,Full Board,Germany,2626,1,80.91,1,2138,2553.68,153.61,4.4,1228.88,Low
15612,2018-11-03,2018-08-11,84,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,UK,2626,2,80.91,4,2138,7501.76,151.63,4.5,4852.16,High
15613,2018-11-03,2018-08-03,92,8,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,All Inclusive,Germany,2626,1,80.91,2,2138,3692.16,147.96,4.4,2367.36,Medium
15614,2018-11-03,2018-07-18,108,8,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,All Inclusive + EXC,France,2626,1,80.91,2,2138,3723.36,149.91,4.5,2398.56,Medium
15615,2018-11-03,2018-07-23,103,8,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,Full Board + EXC,Germany,2626,1,80.91,2,2138,3932.32,162.97,4.5,2607.52,Medium
15616,2018-11-03,2018-08-31,64,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,USA,2805,1,91.26,2,2350,2593.6,176.56,5.0,1765.6,Medium
15617,2018-11-03,2018-09-12,52,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive,USA,2805,1,91.26,2,2350,2775.8,194.78,4.8,1947.8,Medium
15618,2018-11-03,2018-08-25,70,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,Germany,2805,1,91.26,1,2350,1805.15,195.43,4.7,977.1500000000001,Low
15619,2018-11-03,2018-05-24,163,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,Full Board + EXC,USA,2805,1,91.26,1,2350,1615.55,157.51,4.9,787.55,Low
15620,2018-11-03,2018-08-22,73,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Direct,All Inclusive,UK,2805,1,91.26,2,2350,2669.9,184.19,4.8,1841.9,Medium
15621,2018-11-03,2018-08-09,86,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,USA,2805,2,91.26,4,2350,5018.8,168.14,4.6,3362.7999999999997,High
15622,2018-11-03,2018-10-01,33,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,Full Board,USA,2805,1,91.26,2,2350,2720.6,189.26,4.8,1892.6,Medium
15623,2018-11-03,2018-08-11,84,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,France,2805,1,91.26,2,2350,2634.7,180.67,4.9,1806.6999999999998,Medium
15624,2018-11-03,2018-10-07,27,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,USA,2805,1,91.26,2,2350,2531.1,170.31,4.6,1703.1,Low
15625,2018-11-03,2018-07-31,95,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,All Inclusive + EXC,Spain,2805,1,91.26,1,2350,1710.1,176.42,4.9,882.0999999999999,Low
15626,2018-11-03,2018-09-08,56,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,All Inclusive,Spain,2805,1,91.26,1,2350,1694.9,173.38,4.8,866.9,Low
15627,2018-11-03,2018-09-11,53,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,Full Board,Mexico,2805,1,91.26,1,2350,1733.75,181.15,4.9,905.75,Low
15628,2018-11-03,2018-07-21,105,5,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,Spain,2805,1,91.26,2,2350,2807.5,197.95,5.0,1979.5,Medium
15629,2018-11-03,2018-07-31,95,5,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,B2B,All Inclusive + EXC,USA,2805,1,91.26,1,2350,1787.5,191.9,4.8,959.5,Low
15630,2018-11-03,2018-09-26,38,5,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,Full Board,USA,2805,2,91.26,2,2350,3385.9,172.99,4.8,1729.9,Medium
15631,2018-11-03,2018-07-19,107,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,Full Board,USA,1643,1,84.44,2,1388,3605.44,142.54,4.5,2280.64,Medium
15632,2018-11-03,2018-07-17,109,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,Italy,1643,1,84.44,2,1388,3512.32,136.72,4.4,2187.52,Medium
15633,2018-11-03,2018-09-16,48,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,France,1643,1,84.44,1,1388,2475.44,143.83,4.5,1150.64,Low
15634,2018-11-03,2018-06-19,137,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,USA,1643,1,84.44,2,1388,3399.52,129.67,4.7,2074.72,Medium
15635,2018-11-03,2018-07-19,107,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive,Canada,1643,2,84.44,4,1388,6919.68,133.44,4.5,4270.08,High
15636,2018-11-03,2018-07-26,100,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,Full Board,UK,1643,1,84.44,2,1388,3465.44,133.79,4.6,2140.64,Medium
15637,2018-11-03,2018-08-30,65,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,Germany,1643,1,84.44,2,1388,3284.64,122.49,4.5,1959.84,Medium
15638,2018-11-03,2018-08-16,79,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,Germany,1643,1,84.44,2,1388,3517.12,137.02,4.3,2192.32,Medium
15639,2018-11-03,2018-08-30,65,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,USA,1643,1,84.44,2,1388,3629.76,144.06,4.5,2304.96,Medium
15640,2018-11-03,2018-07-08,118,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive,UK,1643,1,84.44,1,1388,2429.6,138.1,4.7,1104.8,Low
15641,2018-11-03,2018-08-26,69,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,Full Board + EXC,Germany,1643,1,84.44,1,1388,2368.64,130.48,4.4,1043.84,Low
15642,2018-11-03,2018-07-30,96,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Direct,All Inclusive + EXC,USA,1643,1,84.44,1,1388,2443.44,139.83,4.4,1118.64,Low
15643,2018-11-03,2018-08-25,70,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,Direct,Full Board,USA,1643,2,84.44,4,1388,6659.2,125.3,4.5,4009.6,High
15644,2018-11-03,2018-06-26,130,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive,USA,1643,1,84.44,2,1388,3347.52,126.42,4.6,2022.72,Medium
15645,2018-11-03,2018-06-17,139,8,Norwegian Prima,Norwegian Cruise Line,Fiordos,Suite,B2B,All Inclusive,France,1643,1,84.44,1,1388,2375.6,131.35,4.3,1050.8,Low
15646,2018-11-03,2018-09-09,55,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Direct,Full Board + EXC,Germany,1250,2,82.42,2,1458,2846.72,190.24,4.7,1521.92,Medium
15647,2018-11-03,2018-07-11,115,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,USA,1250,1,82.42,2,1458,2139.52,184.64,5.0,1477.12,Low
15648,2018-11-03,2018-08-20,75,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board,USA,1250,1,82.42,2,1458,2149.52,185.89,5.0,1487.12,Low
15649,2018-11-03,2018-08-10,85,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive + EXC,Mexico,1250,1,82.42,1,1458,1462.96,200.14,5.0,800.56,Low
15650,2018-11-03,2018-06-02,154,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive,Italy,1250,1,82.42,2,1458,2194.96,191.57,5.0,1532.56,Low
15651,2018-11-03,2018-05-30,157,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,USA,1250,1,82.42,1,1458,1338.92,169.13,4.9,676.52,Low
15652,2018-11-03,2018-09-06,58,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,Germany,1250,1,82.42,2,1458,2186.32,190.49,5.0,1523.92,Low
15653,2018-11-03,2018-06-16,140,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive + EXC,Germany,1250,1,82.42,2,1458,2176.96,189.32,4.9,1514.56,Low
15654,2018-11-03,2018-08-18,77,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board,USA,1250,1,82.42,2,1458,2132.32,183.74,4.7,1469.92,Low
15655,2018-11-03,2018-10-25,9,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,USA,1250,1,82.42,1,1458,1483.84,205.36,4.7,821.44,Low
15656,2018-11-03,2018-09-30,34,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,Full Board,Spain,1250,1,82.42,1,1458,1404.48,185.52,4.9,742.08,Low
15657,2018-11-03,2018-07-12,114,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive + EXC,USA,1250,1,82.42,2,1458,2180.64,189.78,4.9,1518.24,Low
15658,2018-11-03,2018-08-05,90,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,USA,1250,1,82.42,1,1458,1442.56,195.04,5.0,780.16,Low
15659,2018-11-03,2018-08-06,89,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,Germany,1250,1,82.42,1,1458,1402.4,185.0,4.9,740.0,Low
15660,2018-11-03,2018-09-04,60,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive,USA,1250,1,82.42,2,1458,2174.24,188.98,4.9,1511.84,Low
15661,2018-11-03,2018-06-29,127,9,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,USA,2612,2,88.45,2,1688,5150.88,120.56,4.1,2170.08,High
15662,2018-11-03,2018-08-18,77,9,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Direct,All Inclusive + EXC,Spain,2612,1,88.45,1,1688,2658.78,129.82,4.2,1168.3799999999999,Medium
15663,2018-11-03,2018-10-24,10,9,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive + EXC,USA,2612,1,88.45,1,1688,2772.99,142.51,3.9,1282.59,Medium
15664,2018-11-03,2018-09-23,41,9,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,UK,2612,1,88.45,1,1688,2758.95,140.95,4.2,1268.55,Medium
15665,2018-11-03,2018-10-29,5,9,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board,Germany,2612,1,88.45,1,1688,2629.98,126.62,4.1,1139.58,Medium
15666,2018-11-03,2018-09-07,57,9,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive,USA,2612,1,88.45,2,1688,3865.86,131.97,4.2,2375.46,Medium
15667,2018-11-03,2018-08-27,68,9,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Direct,All Inclusive,USA,2612,1,88.45,1,1688,2665.26,130.54,4.3,1174.86,Medium
15668,2018-11-03,2018-08-13,82,9,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,Mexico,2612,1,88.45,2,1688,3947.22,136.49,4.2,2456.82,Medium
15669,2018-11-03,2018-08-11,84,9,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,B2B,All Inclusive,USA,2612,1,88.45,1,1688,2657.34,129.66,4.0,1166.94,Medium
15670,2018-11-03,2018-08-06,89,9,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,UK,2612,1,88.45,1,1688,2577.78,120.82,4.2,1087.3799999999999,Low
15671,2018-11-03,2018-09-14,50,9,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,USA,2612,1,88.45,2,1688,3698.28,122.66,4.0,2207.88,Medium
15672,2018-11-03,2018-09-05,59,9,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board,UK,2612,1,88.45,1,1688,2705.22,134.98,4.2,1214.82,Medium
15673,2018-11-03,2018-07-14,112,9,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,B2B,Full Board,Spain,2612,2,88.45,6,1688,10136.34,132.51,4.1,7155.539999999999,High
15674,2018-11-03,2018-07-25,101,9,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board + EXC,USA,2612,1,88.45,1,1688,2796.84,145.16,4.2,1306.44,Medium
15675,2018-11-03,2018-08-01,94,9,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,B2B,All Inclusive,Germany,2612,2,88.45,4,1688,7667.28,130.18,4.2,4686.4800000000005,High
15676,2018-11-03,2018-07-08,118,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board,Canada,1646,1,76.04,2,1416,5056.6,170.03,4.6,3400.6,High
15677,2018-11-03,2018-08-27,68,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,France,1646,1,76.04,2,1416,4873.0,160.85,4.8,3217.0,High
15678,2018-11-03,2018-09-02,62,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive + EXC,Mexico,1646,1,76.04,3,1416,6674.1,167.27,5.0,5018.1,High
15679,2018-11-03,2018-06-22,134,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,Full Board + EXC,USA,1646,1,76.04,2,1416,4943.4,164.37,4.6,3287.4,High
15680,2018-11-03,2018-08-06,89,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,B2B,All Inclusive + EXC,USA,1646,1,76.04,2,1416,4778.0,156.1,4.6,3122.0,High
