booking_id,travel_date,booking_date,lead_time_days,nights_of_stay,ship_name,company,route_type,suite_type,booking_source,package,guest_country,total_cabins,booked_cabins,cycle_occupancy_percentage,passengers_on_booking,total_crew,total_reservation_income_usd,average_daily_guest_spending_usd,satisfaction_score
23329,2019-03-31,2019-02-14,45,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,Full Board + EXC,Italy,1250,1,88.53,2,1458,2326.32,200.79,4.6
23330,2019-03-31,2018-11-22,129,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,USA,1250,1,88.53,2,1458,2358.64,204.83,4.8
23331,2019-03-31,2019-02-01,58,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,Web,All Inclusive,USA,1250,1,88.53,1,1458,1543.32,205.83,5.0
23332,2019-03-31,2019-02-13,46,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,Spain,1250,1,88.53,1,1458,1473.04,188.26,4.7
23333,2019-03-31,2019-01-07,83,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,Full Board + EXC,Canada,1250,1,88.53,2,1458,2224.08,188.01,5.0
23334,2019-03-31,2019-03-14,17,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,USA,1250,1,88.53,2,1458,2426.96,213.37,4.5
23335,2019-03-31,2019-01-05,85,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,USA,1250,1,88.53,1,1458,1510.12,197.53,5.0
23336,2019-03-31,2019-02-17,42,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,Full Board + EXC,Spain,1250,1,88.53,2,1458,2365.84,205.73,4.6
23337,2019-03-31,2019-03-18,13,4,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,B2B,All Inclusive,Canada,1250,1,88.53,2,1458,2266.88,193.36,4.9
23338,2019-03-31,2019-01-01,89,4,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive,Mexico,1250,1,88.53,1,1458,1554.8,208.7,5.0
23339,2019-03-31,2018-12-30,91,4,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,All Inclusive,USA,1250,1,88.53,2,1458,2375.04,206.88,4.8
23340,2019-03-31,2019-02-28,31,4,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Direct,All Inclusive,USA,1250,2,88.53,4,1458,4905.12,216.57,4.8
23341,2019-03-31,2018-12-31,90,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,Full Board,Germany,2612,1,97.61,1,1688,1959.6,146.6,4.3
23342,2019-03-31,2018-12-16,105,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,Full Board + EXC,UK,2612,1,97.61,1,1688,1918.08,139.68,4.1
23343,2019-03-31,2018-12-30,91,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board,UK,2612,1,97.61,2,1688,2758.8,139.9,4.2
23344,2019-03-31,2018-12-14,107,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Web,All Inclusive,UK,2612,1,97.61,2,1688,2553.0,122.75,4.3
23345,2019-03-31,2018-12-06,115,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,Full Board,Mexico,2612,2,97.61,4,1688,5460.24,137.51,4.1
23346,2019-03-31,2018-12-25,96,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,Germany,2612,1,97.61,2,1688,2800.56,143.38,4.2
23347,2019-03-31,2019-02-20,39,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,USA,2612,1,97.61,2,1688,2714.4,136.2,4.1
23348,2019-03-31,2019-02-03,56,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board,USA,2612,1,97.61,2,1688,2902.32,151.86,4.1
23349,2019-03-31,2018-12-15,106,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,Spain,2612,1,97.61,2,1688,2764.32,140.36,4.3
23350,2019-03-31,2019-02-12,47,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,USA,2612,1,97.61,2,1688,2701.56,135.13,4.3
23351,2019-03-31,2019-01-12,78,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive,UK,2612,2,97.61,2,1688,3898.32,144.86,4.4
23352,2019-03-31,2019-01-06,84,6,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,USA,2612,1,97.61,1,1688,1956.24,146.04,4.2
23353,2019-03-31,2018-10-28,154,6,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,Full Board,Spain,2612,1,97.61,2,1688,2761.8,140.15,4.1
23354,2019-03-31,2019-02-22,37,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Direct,Full Board,Germany,2612,1,97.61,1,1688,1900.56,136.76,4.2
23355,2019-03-31,2019-03-06,25,6,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,Full Board,Italy,2612,1,97.61,2,1688,2788.08,142.34,4.1
23356,2019-03-31,2018-12-20,101,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,All Inclusive,USA,1646,1,81.67,1,1416,3510.7,171.07,4.8
23357,2019-03-31,2019-01-08,82,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,Mexico,1646,1,81.67,2,1416,5290.8,174.54,4.6
23358,2019-03-31,2018-11-05,146,10,Celebrity Beyond,Celebrity Cruises,Alaska,Balcony,Direct,Full Board,Spain,1646,1,81.67,2,1416,5370.6,178.53,4.8
23359,2019-03-31,2019-02-23,36,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive + EXC,USA,1646,1,81.67,1,1416,3442.8,164.28,4.8
23360,2019-03-31,2019-02-22,37,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive + EXC,France,1646,1,81.67,1,1416,3647.0,184.7,4.9
23361,2019-03-31,2018-11-20,131,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,USA,1646,2,81.67,4,1416,10573.2,174.33,4.7
23362,2019-03-31,2019-01-03,87,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,France,1646,1,81.67,1,1416,3419.3,161.93,4.8
23363,2019-03-31,2019-03-13,18,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board,USA,1646,1,81.67,2,1416,5498.2,184.91,4.7
23364,2019-03-31,2018-12-04,117,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,Full Board + EXC,USA,1646,1,81.67,2,1416,5300.0,175.0,4.5
23365,2019-03-31,2018-10-05,177,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Web,All Inclusive + EXC,USA,1646,1,81.67,1,1416,3729.1,192.91,4.9
23366,2019-03-31,2019-02-02,57,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,All Inclusive,Germany,1646,1,81.67,1,1416,3425.9,162.59,4.7
23367,2019-03-31,2018-11-24,127,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,USA,1646,1,81.67,1,1416,3551.4,175.14,4.8
23368,2019-03-31,2018-12-11,110,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,All Inclusive,USA,1646,1,81.67,1,1416,3727.3,192.73,4.8
23369,2019-03-31,2019-02-05,54,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Direct,Full Board,USA,1646,1,81.67,1,1416,3580.6,178.06,4.9
23370,2019-03-31,2019-02-04,55,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,B2B,All Inclusive,USA,1646,1,81.67,1,1416,3592.9,179.29,4.7
23371,2019-03-31,2018-12-31,90,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,UK,1347,1,91.34,2,1253,8828.4,225.3,4.9
23372,2019-03-31,2019-01-17,73,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,Full Board,UK,1347,1,91.34,1,1253,5713.4,228.1,4.5
23373,2019-03-31,2019-03-01,30,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive,Canada,1347,1,91.34,2,1253,8558.76,215.67,4.6
23374,2019-03-31,2018-12-12,109,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,Full Board + EXC,UK,1347,1,91.34,2,1253,7962.08,194.36,4.8
23375,2019-03-31,2018-11-25,126,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive + EXC,UK,1347,1,91.34,1,1253,5351.78,202.27,4.9
23376,2019-03-31,2019-01-11,79,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Direct,All Inclusive,Italy,1347,1,91.34,1,1253,5140.94,187.21,4.7
23377,2019-03-31,2019-02-02,57,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,All Inclusive,Mexico,1347,1,91.34,1,1253,5735.1,229.65,5.0
23378,2019-03-31,2018-12-17,104,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,B2B,All Inclusive + EXC,Spain,1347,1,91.34,2,1253,8069.04,198.18,4.8
23379,2019-03-31,2019-01-17,73,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Web,Full Board + EXC,UK,1347,1,91.34,2,1253,8887.2,227.4,4.8
23380,2019-03-31,2019-02-07,52,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,Direct,All Inclusive,UK,1347,1,91.34,1,1253,5665.66,224.69,4.7
23381,2019-03-31,2018-12-16,105,14,Queen Mary 2,Cunard Line,Transatlantic,Interior,B2B,Full Board,Spain,1347,1,91.34,2,1253,8366.96,208.82,4.8
23382,2019-03-31,2018-12-30,91,14,Queen Mary 2,Cunard Line,Transatlantic,Suite,B2B,All Inclusive,UK,1347,1,91.34,2,1253,8787.24,223.83,4.7
23383,2019-03-31,2018-12-12,109,14,Queen Mary 2,Cunard Line,Transatlantic,Suite,Direct,Full Board,Spain,1347,1,91.34,2,1253,8643.32,218.69,4.8
23384,2019-03-31,2018-12-26,95,14,Queen Mary 2,Cunard Line,Transatlantic,Oceanview,B2B,All Inclusive,USA,1347,1,91.34,1,1253,5530.98,215.07,4.8
23385,2019-03-31,2019-01-14,76,14,Queen Mary 2,Cunard Line,Transatlantic,Balcony,Web,Full Board + EXC,Germany,1347,1,91.34,2,1253,8062.32,197.94,4.7
23386,2019-03-31,2018-12-29,92,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board,UK,2732,2,88.76,4,1500,4439.2,131.96,4.2
23387,2019-03-31,2018-12-30,91,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,Germany,2732,2,88.76,4,1500,4100.2,115.01,4.1
23388,2019-03-31,2019-01-17,73,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,Spain,2732,1,88.76,2,1500,2209.8,130.98,4.3
23389,2019-03-31,2018-12-02,119,5,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,All Inclusive + EXC,Spain,2732,1,88.76,3,1500,2839.35,129.29,4.4
23390,2019-03-31,2018-12-02,119,5,AIDAcosma,AIDA Cruises,Canarias,Oceanview,Web,Full Board,USA,2732,1,88.76,2,1500,2045.1,114.51,4.5
23391,2019-03-31,2018-10-15,167,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board,Germany,2732,1,88.76,2,1500,2291.1,139.11,4.3
23392,2019-03-31,2019-01-29,61,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board,Germany,2732,1,88.76,1,1500,1580.85,136.17,4.6
23393,2019-03-31,2019-01-25,65,5,AIDAcosma,AIDA Cruises,Canarias,Oceanview,B2B,Full Board + EXC,USA,2732,2,88.76,2,1500,3045.6,124.56,4.4
23394,2019-03-31,2019-01-30,60,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Direct,All Inclusive,UK,2732,1,88.76,1,1500,1534.7,126.94,4.2
23395,2019-03-31,2018-12-01,120,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,B2B,All Inclusive + EXC,UK,2732,1,88.76,2,1500,2253.3,135.33,4.3
23396,2019-03-31,2018-11-10,141,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive,USA,2732,1,88.76,2,1500,2142.4,124.24,4.5
23397,2019-03-31,2018-11-25,126,5,AIDAcosma,AIDA Cruises,Canarias,Interior,B2B,Full Board + EXC,UK,2732,1,88.76,1,1500,1545.6,129.12,4.4
23398,2019-03-31,2019-01-22,68,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,Full Board + EXC,Spain,2732,1,88.76,2,1500,2194.1,129.41,4.2
23399,2019-03-31,2019-01-17,73,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive + EXC,France,2732,2,88.76,4,1500,4568.4,138.42,4.2
23400,2019-03-31,2018-12-24,97,5,AIDAcosma,AIDA Cruises,Canarias,Balcony,Web,All Inclusive + EXC,USA,2732,1,88.76,1,1500,1582.55,136.51,4.5
23401,2019-04-05,2019-02-21,43,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board,UK,2626,1,91.16,1,2138,2322.32,151.76,4.6
23402,2019-04-05,2019-01-05,90,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Direct,All Inclusive,Mexico,2626,1,91.16,2,2138,3487.54,159.11,4.5
23403,2019-04-05,2018-12-17,109,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,Full Board + EXC,USA,2626,1,91.16,1,2138,2473.87,173.41,4.7
23404,2019-04-05,2018-12-08,118,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,UK,2626,1,91.16,1,2138,2262.33,143.19,4.2
23405,2019-04-05,2019-02-06,58,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2626,1,91.16,2,2138,3749.2,177.8,4.7
23406,2019-04-05,2019-02-05,59,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,USA,2626,1,91.16,1,2138,2399.74,162.82,4.3
23407,2019-04-05,2019-03-31,5,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,Full Board,USA,2626,1,91.16,1,2138,2371.81,158.83,4.6
23408,2019-04-05,2018-11-30,126,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Web,Full Board,USA,2626,1,91.16,2,2138,3776.22,179.73,4.6
23409,2019-04-05,2019-01-25,70,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,All Inclusive,Spain,2626,1,91.16,2,2138,3689.14,173.51,4.3
23410,2019-04-05,2018-12-12,114,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board,USA,2626,1,91.16,2,2138,3622.78,168.77,4.3
23411,2019-04-05,2018-11-03,153,7,MSC World Europa,MSC Cruceros,Mediterranean,Interior,Web,All Inclusive + EXC,Germany,2626,1,91.16,2,2138,3493.56,159.54,4.4
23412,2019-04-05,2019-01-16,79,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,Spain,2626,1,91.16,2,2138,3562.86,164.49,4.6
23413,2019-04-05,2019-03-10,26,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,Mexico,2626,1,91.16,2,2138,3888.92,187.78,4.5
23414,2019-04-05,2018-12-27,99,7,MSC World Europa,MSC Cruceros,Mediterranean,Oceanview,Direct,Full Board + EXC,Germany,2626,1,91.16,2,2138,3572.66,165.19,4.4
23415,2019-04-05,2019-02-14,50,7,MSC World Europa,MSC Cruceros,Mediterranean,Balcony,B2B,Full Board + EXC,USA,2626,1,91.16,3,2138,4989.18,177.58,4.6
23416,2019-04-05,2019-01-22,73,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive + EXC,USA,2805,2,84.47,4,2350,7806.4,188.8,4.9
23417,2019-04-05,2019-03-16,20,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Direct,All Inclusive,Germany,2805,1,84.47,1,2350,2447.48,169.64,5.0
23418,2019-04-05,2018-11-10,146,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,Germany,2805,1,84.47,2,2350,3834.46,183.89,4.7
23419,2019-04-05,2019-02-02,62,7,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Direct,Full Board,Germany,2805,1,84.47,1,2350,2555.56,185.08,4.9
23420,2019-04-05,2018-12-09,117,7,Icon of the Seas,Royal Caribbean,Caribbean,Suite,Direct,Full Board,Spain,2805,1,84.47,1,2350,2690.94,204.42,5.0
23421,2019-04-05,2019-01-10,85,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,USA,2805,1,84.47,2,2350,4166.82,207.63,4.8
23422,2019-04-05,2018-12-18,108,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,Full Board + EXC,USA,2805,1,84.47,1,2350,2637.39,196.77,4.7
23423,2019-04-05,2018-12-15,111,7,Icon of the Seas,Royal Caribbean,Caribbean,Balcony,Web,All Inclusive,USA,2805,1,84.47,1,2350,2642.99,197.57,4.7
23424,2019-04-05,2019-03-10,26,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,Full Board + EXC,UK,2805,2,84.47,2,2350,5163.62,188.83,5.0
23425,2019-04-05,2019-03-10,26,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,All Inclusive + EXC,Canada,2805,1,84.47,1,2350,2505.79,177.97,4.6
23426,2019-04-05,2018-12-17,109,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,B2B,All Inclusive,France,2805,1,84.47,1,2350,2621.15,194.45,4.7
23427,2019-04-05,2019-01-17,78,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Web,Full Board,France,2805,1,84.47,2,2350,3788.54,180.61,4.7
23428,2019-04-05,2019-01-26,69,7,Icon of the Seas,Royal Caribbean,Caribbean,Oceanview,Web,Full Board,Mexico,2805,1,84.47,1,2350,2672.74,201.82,4.8
23429,2019-04-05,2018-12-30,96,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,B2B,All Inclusive + EXC,Germany,2805,1,84.47,2,2350,4019.4,197.1,4.6
23430,2019-04-05,2018-11-06,150,7,Icon of the Seas,Royal Caribbean,Caribbean,Interior,Direct,Full Board,UK,2805,1,84.47,2,2350,3933.16,190.94,5.0
23431,2019-04-05,2019-03-31,5,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive + EXC,USA,1643,1,81.48,2,1388,4758.8,147.94,4.5
23432,2019-04-05,2019-03-09,27,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,All Inclusive,USA,1643,1,81.48,3,1388,6413.4,153.78,4.5
23433,2019-04-05,2019-01-10,85,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board,USA,1643,1,81.48,2,1388,4707.6,145.38,4.5
23434,2019-04-05,2019-02-06,58,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board,UK,1643,1,81.48,1,1388,3131.8,133.18,4.6
23435,2019-04-05,2018-12-15,111,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive,USA,1643,1,81.48,1,1388,3279.3,147.93,4.8
23436,2019-04-05,2019-01-04,91,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board,Spain,1643,1,81.48,1,1388,3166.1,136.61,4.5
23437,2019-04-05,2018-12-12,114,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,B2B,All Inclusive,USA,1643,1,81.48,2,1388,4421.2,131.06,4.5
23438,2019-04-05,2019-02-02,62,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,All Inclusive + EXC,USA,1643,1,81.48,1,1388,3388.4,158.84,4.5
23439,2019-04-05,2018-11-28,128,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Direct,Full Board + EXC,UK,1643,1,81.48,2,1388,4912.6,155.63,4.6
23440,2019-04-05,2019-01-20,75,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,Full Board,USA,1643,2,81.48,4,1388,9502.4,147.56,4.3
23441,2019-04-05,2019-01-09,86,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,B2B,Full Board,USA,1643,1,81.48,2,1388,4904.0,155.2,4.5
23442,2019-04-05,2018-11-09,147,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Web,All Inclusive,USA,1643,1,81.48,1,1388,3239.1,143.91,4.4
23443,2019-04-05,2019-02-25,39,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Interior,Direct,All Inclusive,Germany,1643,1,81.48,1,1388,3242.9,144.29,4.5
23444,2019-04-05,2018-12-06,120,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Balcony,Web,All Inclusive + EXC,Mexico,1643,1,81.48,2,1388,4880.6,154.03,4.5
23445,2019-04-05,2019-02-01,63,10,Norwegian Prima,Norwegian Cruise Line,Fiordos,Oceanview,B2B,All Inclusive,USA,1643,1,81.48,2,1388,4713.8,145.69,4.4
23446,2019-04-05,2019-01-19,76,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,Full Board,Spain,1250,1,92.42,1,1458,1145.16,201.72,5.0
23447,2019-04-05,2019-01-31,64,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,Full Board,Spain,1250,1,92.42,2,1458,1854.3,219.05,4.8
23448,2019-04-05,2019-01-14,81,3,Disney Dream,Disney Cruise Line,Bahamas,Suite,B2B,Full Board,Mexico,1250,1,92.42,2,1458,1776.18,206.03,4.9
23449,2019-04-05,2019-03-31,5,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,USA,1250,1,92.42,1,1458,1134.63,198.21,4.9
23450,2019-04-05,2018-10-18,169,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,Spain,1250,1,92.42,2,1458,1762.38,203.73,4.8
23451,2019-04-05,2019-02-06,58,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Direct,All Inclusive + EXC,UK,1250,1,92.42,1,1458,1151.19,203.73,5.0
23452,2019-04-05,2018-12-09,117,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,All Inclusive,USA,1250,2,92.42,2,1458,2257.14,196.19,4.7
23453,2019-04-05,2019-02-14,50,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,USA,1250,1,92.42,2,1458,1822.08,213.68,4.7
23454,2019-04-05,2018-11-29,127,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,Web,All Inclusive + EXC,UK,1250,1,92.42,1,1458,1173.12,211.04,5.0
23455,2019-04-05,2019-01-29,66,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,Full Board,Germany,1250,1,92.42,1,1458,1142.46,200.82,5.0
23456,2019-04-05,2018-12-24,102,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,B2B,All Inclusive,USA,1250,1,92.42,1,1458,1137.96,199.32,4.8
23457,2019-04-05,2018-12-05,121,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,France,1250,1,92.42,2,1458,1710.78,195.13,4.9
23458,2019-04-05,2019-01-20,75,3,Disney Dream,Disney Cruise Line,Bahamas,Oceanview,Web,All Inclusive,USA,1250,1,92.42,1,1458,1165.14,208.38,4.9
23459,2019-04-05,2019-01-05,90,3,Disney Dream,Disney Cruise Line,Bahamas,Balcony,Web,All Inclusive,USA,1250,1,92.42,2,1458,1787.82,207.97,4.8
23460,2019-04-05,2018-10-27,160,3,Disney Dream,Disney Cruise Line,Bahamas,Interior,B2B,Full Board,Germany,1250,1,92.42,2,1458,1771.02,205.17,4.9
23461,2019-04-05,2019-01-27,68,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,Direct,All Inclusive,Germany,2612,2,93.7,4,1688,6421.52,139.34,4.2
23462,2019-04-05,2018-12-25,101,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive + EXC,UK,2612,1,93.7,1,1688,2256.31,142.33,4.4
23463,2019-04-05,2018-12-05,121,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,Spain,2612,1,93.7,1,1688,2302.65,148.95,4.2
23464,2019-04-05,2019-03-20,16,7,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,B2B,Full Board + EXC,USA,2612,2,93.7,4,1688,6497.96,142.07,4.3
23465,2019-04-05,2019-01-19,76,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,B2B,All Inclusive + EXC,Mexico,2612,1,93.7,1,1688,2278.78,145.54,4.1
23466,2019-04-05,2019-02-11,53,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,Spain,2612,2,93.7,2,1688,4321.66,128.69,4.1
23467,2019-04-05,2019-02-05,59,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,Spain,2612,1,93.7,2,1688,3144.82,134.63,4.3
23468,2019-04-05,2019-01-17,78,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,Web,Full Board,France,2612,1,93.7,1,1688,2246.58,140.94,4.4
23469,2019-04-05,2018-12-24,102,7,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Direct,All Inclusive,Canada,2612,1,93.7,2,1688,3165.54,136.11,4.3
23470,2019-04-05,2019-01-27,68,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,Full Board + EXC,Canada,2612,2,93.7,2,1688,4423.16,135.94,4.3
23471,2019-04-05,2018-11-16,140,7,Costa Smeralda,Costa Cruceros,Mediterranean,Suite,Web,All Inclusive + EXC,France,2612,1,93.7,1,1688,2233.63,139.09,4.1
23472,2019-04-05,2019-02-04,60,7,Costa Smeralda,Costa Cruceros,Mediterranean,Interior,B2B,All Inclusive,Mexico,2612,1,93.7,2,1688,3068.66,129.19,4.3
23473,2019-04-05,2018-12-17,109,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,Full Board + EXC,France,2612,1,93.7,2,1688,3447.64,156.26,4.1
23474,2019-04-05,2019-02-15,49,7,Costa Smeralda,Costa Cruceros,Mediterranean,Oceanview,B2B,All Inclusive,Canada,2612,1,93.7,1,1688,2268.56,144.08,4.2
23475,2019-04-05,2019-01-12,83,7,Costa Smeralda,Costa Cruceros,Mediterranean,Balcony,Web,All Inclusive,USA,2612,1,93.7,2,1688,3250.66,142.19,4.2
23476,2019-04-05,2018-12-15,111,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,All Inclusive,USA,1646,1,93.67,2,1416,5271.6,173.58,4.6
23477,2019-04-05,2019-02-08,56,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,B2B,Full Board,Mexico,1646,2,93.67,2,1416,7206.2,180.31,4.8
23478,2019-04-05,2019-03-06,30,10,Celebrity Beyond,Celebrity Cruises,Alaska,Oceanview,Web,Full Board + EXC,Germany,1646,1,93.67,2,1416,5519.0,185.95,4.9
23479,2019-04-05,2019-01-10,85,10,Celebrity Beyond,Celebrity Cruises,Alaska,Interior,Direct,Full Board,UK,1646,1,93.67,2,1416,5340.0,177.0,4.7
